_RA,_DE,HR,SpT,52,33-52,35-52,37-52,40-52,45-52,52-58,52-63,52-72,52-80,52-86,52-99,52-110
56.04990,-64.80691,1175,K0 IV,4.152,2.026,1.719,1.868,1.515,0.531,0.593,0.880,1.161,1.415,1.564,1.733,2.020
57.29059,24.05342,1178,B8 III,3.638,-0.569,-0.536,-0.465,-0.134,-0.014,0.000,-0.002,-0.002,-0.007,-0.020,-0.078,-0.067
57.29673,24.13671,1180,B8 nn,5.007,-0.696,-0.648,-0.462,-0.123,-0.004,-0.007,0.015,-0.020,-0.013,-0.032,-0.086,-0.042
57.43138,23.71185,1183,B9 V,6.214,-0.367,-0.316,-0.249,-0.117,-0.054,-0.004,0.005,-0.042,-0.064,-0.059,-0.081,0.133
57.36352,-36.20025,1195,G5 III,4.390,1.380,1.121,1.319,1.143,0.446,0.460,0.710,0.898,1.124,1.241,1.358,1.634
58.53301,31.88363,1203,B1 Ib,2.927,-1.003,-0.964,-0.569,0.045,0.127,0.083,0.162,0.220,0.280,0.279,0.224,0.281
59.35602,63.07226,1204,B9 V,4.947,-0.304,-0.284,-0.257,-0.109,-0.011,-0.013,-0.018,-0.037,-0.037,-0.048,-0.074,-0.046
56.80975,-74.23896,1208,M0 III,3.709,3.510,2.931,2.980,2.306,0.737,0.819,1.308,1.899,2.377,2.591,2.944,3.286
58.57247,-2.95286,1211,A1 V/G5 III,4.649,0.922,0.796,0.865,0.811,0.337,0.346,0.585,0.753,0.956,1.028,1.149,1.307
59.46347,40.01022,1220,B0.5 V,2.877,-1.544,-1.441,-0.938,-0.266,-0.043,-0.048,-0.080,-0.124,-0.163,-0.217,-0.351,-0.372
59.74126,35.79103,1228,O7.5III(n)((f)),4.075,-1.321,-1.257,-0.755,-0.075,0.052,0.079,0.124,0.154,0.189,0.174,0.093,0.139
59.50736,-13.50852,1231,M1 III,3.383,3.466,2.947,2.971,2.338,0.668,0.821,1.262,1.836,2.263,2.449,2.741,3.021
60.17007,12.49034,1239,B3 V,3.428,-1.006,-0.914,-0.617,-0.187,-0.051,-0.026,-0.023,-0.075,-0.068,-0.104,-0.161,-0.161
59.68646,-61.40019,1247,M2 III,5.020,3.641,2.998,2.962,2.346,0.738,0.834,1.301,1.866,2.351,2.535,2.859,3.246
60.78908,5.98930,1251,A1 V,3.877,0.048,0.044,0.041,0.024,0.005,0.020,0.029,0.032,0.043,0.029,0.058,0.107
61.17381,22.08192,1256,K0 III,4.643,2.074,1.791,1.604,1.463,0.475,0.548,0.825,1.099,1.335,1.435,1.610,1.826
61.64601,50.35126,1261,B9 V,4.322,-0.009,-0.013,-0.208,-0.075,-0.010,0.021,0.006,0.018,0.019,0.076,0.084,0.138
60.22420,-62.15928,1264,M4 III,4.877,3.691,3.109,2.911,2.299,0.890,0.706,1.314,2.252,2.913,3.179,3.595,4.007
60.32563,-61.07882,1266,K4 III,5.380,2.942,2.476,2.654,2.026,0.603,0.766,1.139,1.486,1.779,1.946,2.171,2.454
62.16538,47.71251,1273,B3 Vp,4.084,-0.844,-0.799,-0.520,-0.079,0.036,0.020,0.088,0.051,0.102,0.105,0.037,0.092
62.96641,-6.83758,1298,F2 II-III,4.150,0.392,0.315,0.307,0.388,0.171,0.181,0.300,0.369,0.467,0.498,0.532,0.657
62.71079,-41.99357,1302,A9 V,5.013,0.374,0.290,0.220,0.388,0.180,0.188,0.303,,,,,
63.72443,48.40933,1303,G0 Ib,4.397,1.479,1.237,1.226,1.201,0.493,0.466,0.762,1.010,1.244,1.347,1.512,1.699
63.72217,40.48367,1306,G5 Ib + A2,4.923,1.414,1.286,1.325,1.230,0.489,0.488,0.780,1.074,1.301,1.404,1.586,1.758
63.48494,9.26383,1311,gG5,5.025,1.141,0.979,1.017,1.016,0.398,0.386,0.644,0.862,1.064,1.150,1.283,1.461
63.59870,-10.25628,1318,K2 III + G2 V,5.167,2.169,1.935,1.997,1.621,0.511,0.570,0.914,1.190,1.429,1.543,1.726,1.943
63.94285,15.40070,1319,F6 III,6.405,0.214,0.130,0.279,0.451,0.181,0.226,0.362,0.488,0.573,0.620,0.664,0.764
63.88357,8.89236,1320,B3 V,4.325,-0.882,-0.799,-0.532,-0.105,-0.002,0.008,0.011,0.019,0.015,-0.015,-0.059,-0.047
64.56090,50.29550,1324,A2 V,4.623,0.116,0.112,0.042,0.048,0.037,0.039,0.060,0.111,0.122,0.120,0.143,0.168
63.81800,-7.65287,1325,K1 V,4.645,0.908,0.756,1.036,0.986,0.339,0.454,0.701,0.918,1.140,1.208,1.336,1.474
63.50048,-42.29437,1326,K1 III,4.146,1.915,1.597,1.789,1.408,0.501,0.566,0.864,1.083,1.289,1.414,1.570,1.809
64.31526,20.57859,1329,A3 m,4.987,0.220,0.168,0.245,0.317,0.122,0.149,0.220,0.291,0.365,0.372,0.364,0.467
63.60618,-62.47386,1336,G6 II,3.564,1.394,1.120,1.287,1.148,0.454,0.447,0.680,0.859,1.081,1.197,1.326,1.536
64.94835,15.62764,1346,K0 III,3.868,1.531,1.371,1.445,1.292,0.453,0.460,0.743,0.981,1.200,1.290,1.436,1.601
64.47359,-33.79835,1347,B9 V,3.565,-0.692,-0.682,-0.428,-0.204,-0.039,0.018,-0.005,-0.027,-0.053,-0.031,-0.097,-0.140
65.38819,46.49888,1350,B6 III,4.875,-0.819,-0.746,-0.476,-0.087,0.023,0.026,0.053,0.018,0.034,0.000,-0.041,-0.009
64.99043,14.03520,1351,F0 IV,5.656,0.302,0.211,0.254,0.339,0.129,0.155,0.258,0.359,0.430,0.433,0.466,0.542
65.15129,15.09545,1356,A9 V,5.338,0.254,0.193,0.230,0.269,0.100,0.139,0.215,0.283,0.334,0.345,0.367,0.413
65.73372,17.54251,1373,K0 III,3.997,1.584,1.422,1.488,1.308,0.456,0.472,0.749,0.980,1.190,1.278,1.421,1.580
65.85442,16.77726,1376,A1 m,5.724,0.317,0.244,0.312,0.378,0.127,0.173,0.257,0.329,0.399,0.418,0.442,0.425
66.02400,17.44413,1380,A7 V,4.861,0.265,0.220,0.221,0.205,0.077,0.109,0.156,0.227,0.269,0.264,0.311,0.341
66.23803,19.04201,1385,F4 Vn,6.089,0.250,0.178,0.290,0.427,0.188,0.206,0.337,0.463,0.559,0.579,0.670,0.703
66.34235,22.29387,1387,A7 V,4.288,0.281,0.229,0.202,0.172,0.054,0.105,0.152,0.183,0.233,0.236,0.261,0.302
66.37243,17.92790,1389,A3 III,4.320,0.101,0.074,0.085,0.069,0.014,0.048,0.061,0.070,0.093,0.078,0.103,0.116
66.57693,22.81358,1392,F0 III-IV,4.384,0.408,0.307,0.237,0.292,0.126,0.179,0.276,0.368,0.434,0.465,0.509,0.599
66.00924,-34.01685,1393,M1 III,4.379,3.191,2.720,2.242,2.199,0.644,0.765,1.161,1.559,1.917,2.064,2.351,2.625
66.58642,15.61827,1394,F0 V,4.565,0.356,0.265,0.239,0.274,0.119,0.162,0.251,0.316,0.403,0.428,0.472,0.522
66.65155,14.71378,1396,G8 III,4.918,1.571,1.310,1.365,1.278,0.473,0.465,0.738,1.006,1.229,1.337,1.494,1.652
67.09751,14.74098,1408,F0 IV,5.966,0.254,0.183,0.275,0.384,0.154,0.168,0.286,0.403,0.493,0.483,0.552,0.657
67.15416,19.18043,1409,K0 III,3.781,1.698,1.520,1.576,1.384,0.467,0.484,0.754,0.994,1.210,1.329,1.461,1.647
67.14373,15.96218,1411,K0 III,4.088,1.482,1.328,1.402,1.266,0.441,0.463,0.722,0.965,1.173,1.268,1.413,1.584
67.16559,15.87088,1412,A7 III,3.474,0.307,0.244,0.198,0.205,0.052,0.094,0.179,0.229,0.271,0.269,0.317,0.350
67.64014,16.19401,1427,A7 V,4.840,0.275,0.216,0.218,0.193,0.069,0.109,0.146,0.191,0.244,0.244,0.284,0.276
67.96945,-0.04401,1437,K3 II-III,5.224,2.649,2.328,2.359,1.896,0.605,0.626,0.986,1.312,1.583,1.743,1.963,2.202
68.46216,14.84442,1444,F0 V,4.765,0.265,0.200,0.230,0.271,0.096,0.113,0.190,0.253,0.312,0.333,0.347,0.404
68.37730,-29.76649,1453,gG6,4.755,1.506,1.286,1.451,1.260,0.444,0.490,0.774,,,,,
69.17263,41.26481,1454,K4 III + A3 V,4.525,1.777,1.627,1.648,1.557,0.637,0.593,0.947,1.252,1.527,1.676,1.916,2.138
68.98016,16.50930,1457,K5 III,1.333,3.376,2.905,2.926,2.287,0.640,0.806,1.258,1.797,2.208,2.387,2.689,2.953
68.91358,10.16079,1458,A5 m,4.305,0.231,0.168,0.197,0.204,0.081,0.097,0.158,0.228,0.274,0.286,0.319,0.400
69.07976,-3.35246,1463,B2 III,3.902,-1.431,-1.309,-0.863,-0.274,-0.057,-0.068,-0.112,-0.174,-0.215,-0.273,-0.417,-0.392
68.88766,-30.56234,1464,K0 III,4.045,1.486,1.212,1.393,1.198,0.463,0.467,0.759,0.934,1.117,1.239,1.385,1.636
68.49907,-55.04498,1465,A0 (Si),3.266,-0.575,-0.591,-0.365,-0.188,-0.017,-0.006,-0.045,-0.035,-0.086,-0.064,-0.137,-0.057
69.53943,12.51084,1473,A5 V,4.329,0.257,0.204,0.190,0.159,0.048,0.082,0.109,0.147,0.182,0.190,0.219,0.258
69.81876,15.91797,1479,A5 V,4.721,0.274,0.225,0.218,0.190,0.062,0.087,0.111,0.194,0.253,0.256,0.293,0.322
69.54510,-14.30402,1481,K2 III,4.124,1.810,1.638,1.743,1.461,0.483,0.539,0.855,1.110,1.363,1.484,1.657,1.847
69.18996,-62.07717,1492,M8 e,5.039,4.063,2.110,1.328,0.757,1.465,0.925,2.415,4.066,5.442,6.046,7.636,8.428
70.11047,-19.67149,1496,gM4,4.719,3.581,3.028,2.912,2.319,0.795,0.670,1.260,2.118,2.709,2.971,3.342,3.629
70.56126,22.95692,1497,B3 V,4.261,-0.982,-0.899,-0.548,-0.155,-0.028,-0.052,-0.072,-0.121,-0.138,-0.163,-0.235,-0.251
71.37563,-3.25466,1520,B5 IV,3.997,-0.998,-0.919,-0.648,-0.199,-0.048,-0.049,-0.070,-0.103,-0.126,-0.140,-0.236,-0.222
73.51254,66.34268,1542,O9.5 Ia,4.343,-1.300,-1.218,-0.739,-0.063,0.073,0.072,0.119,0.158,0.211,0.199,0.117,0.151
72.46005,6.96127,1543,F6 V,3.303,0.186,0.116,0.298,0.516,0.228,0.237,0.392,0.525,0.650,0.701,0.739,0.837
72.65301,8.90018,1544,A0 V,4.375,0.065,0.046,-0.038,0.004,0.015,0.028,0.034,0.048,0.073,0.074,0.087,0.142
72.84359,18.83986,1547,A7 IV-V,5.153,0.294,0.227,0.242,0.261,0.103,0.121,0.181,0.239,0.304,0.318,0.356,0.509
72.80152,5.60510,1552,B2 III,3.667,-1.332,-1.223,-0.831,-0.253,-0.061,-0.043,-0.070,-0.120,-0.163,-0.204,-0.336,-0.384
73.22362,-5.45269,1560,A9 IV,4.424,0.433,0.330,0.231,0.281,0.114,0.147,0.228,0.329,0.358,0.411,0.441,0.561
73.56290,2.44067,1567,B2 III,3.704,-1.332,-1.220,-0.834,-0.251,-0.051,-0.070,-0.090,-0.142,-0.173,-0.228,-0.371,-0.356
74.32165,53.75210,1568,A1 V,4.498,0.039,0.030,-0.080,-0.028,0.020,0.001,0.015,0.012,0.023,0.024,0.034,0.045
73.72387,10.15083,1570,A0 V,4.695,0.118,0.108,0.147,0.115,0.037,0.018,0.040,0.070,0.088,0.101,0.120,0.157
74.24842,33.16610,1577,K3 II,3.097,3.146,2.782,2.793,2.248,0.688,0.730,1.137,1.516,1.842,1.994,2.287,2.528
74.09282,13.51447,1580,K2 III,4.405,2.101,1.835,1.924,1.599,0.529,0.559,0.889,1.201,1.457,1.582,1.787,2.008
74.81421,37.89024,1592,A0 V,4.957,-0.034,-0.027,0.058,0.039,0.013,0.018,0.022,0.056,0.061,0.028,0.079,0.115
74.63709,1.71402,1601,K2 II,4.821,2.779,2.498,2.473,2.018,0.658,0.664,1.038,1.362,1.657,1.810,2.048,2.301
75.85454,60.44225,1603,G0 Ib,4.248,1.417,1.144,1.128,1.144,0.468,0.417,0.683,0.925,1.106,1.175,1.318,1.466
75.49222,43.82331,1605,F0 Iap,3.137,1.174,0.870,0.351,0.524,0.330,0.293,0.495,0.668,0.817,1.014,1.118,1.215
74.98224,-12.53742,1611,F0 IV,4.856,0.465,0.371,0.250,0.298,0.136,0.147,0.240,0.370,0.433,0.467,0.476,0.532
75.61953,41.07584,1612,K5 II + B,4.133,1.104,1.087,1.278,1.408,0.590,0.713,1.133,1.617,1.967,2.106,2.383,2.646
75.35977,-7.17396,1617,B2 V,4.794,-1.218,-1.114,-0.729,-0.235,-0.047,-0.063,-0.107,-0.126,-0.188,-0.256,-0.382,-0.531
75.35659,-20.05192,1621,B9.5 Vn,4.897,-0.256,-0.232,-0.172,-0.069,-0.002,-0.008,-0.024,-0.028,-0.021,-0.051,-0.071,-0.114
76.66929,51.59772,1637,F0 V,5.047,0.173,0.116,0.227,0.372,0.173,0.162,0.292,0.392,0.474,0.507,0.545,0.629
76.14229,15.40410,1638,B9 p,4.677,-0.178,-0.195,-0.262,-0.102,-0.041,0.039,0.024,0.032,0.024,0.017,0.017,0.065
76.62872,41.23448,1641,B3 V,3.148,-1.141,-1.036,-0.686,-0.244,-0.068,-0.041,-0.093,-0.135,-0.167,-0.221,-0.322,-0.344
76.10168,-35.48298,1652,gK3,4.886,2.073,1.768,2.022,1.541,0.518,0.645,0.986,1.213,1.484,1.614,1.822,2.086
76.36527,-22.37103,1654,K5 III,3.603,3.076,2.644,2.775,2.095,0.601,0.757,1.167,1.507,1.814,1.974,2.259,2.533
76.69022,-4.65516,1657,B9.5 V,5.096,-0.346,-0.314,-0.207,-0.098,-0.034,0.004,-0.017,-0.005,-0.037,-0.074,-0.096,-0.014
76.96244,-5.08645,1666,A3 III,2.841,0.288,0.210,0.188,0.162,0.068,0.052,0.122,,,,,
77.42482,15.59723,1676,F2 IV,4.886,0.477,0.385,0.308,0.349,0.152,0.200,0.289,0.430,0.521,0.545,0.596,0.702
77.28660,-8.75408,1679,B2 IV,4.242,-1.444,-1.337,-0.897,-0.261,-0.055,-0.053,-0.083,-0.149,-0.208,-0.254,-0.384,-0.379
78.35716,38.48450,1689,A4 m,4.876,0.212,0.182,0.227,0.247,0.093,0.097,0.159,0.233,0.270,0.285,0.306,0.387
78.07459,-11.86922,1696,B8 V,4.422,-0.693,-0.641,-0.419,-0.130,-0.027,-0.034,-0.055,-0.033,-0.055,-0.086,-0.156,-0.180
78.32283,2.86126,1698,K3 III,4.741,2.135,1.937,1.979,1.669,0.518,0.564,0.875,1.176,1.439,1.559,1.753,1.962
78.23292,-16.20547,1702,B9 IIIp,3.267,-0.657,-0.609,-0.449,-0.165,-0.039,-0.035,-0.048,-0.077,-0.059,-0.097,-0.170,-0.170
78.30782,-12.94129,1705,B8 V,4.345,-0.595,-0.536,-0.449,-0.147,-0.021,-0.032,-0.035,-0.058,-0.074,-0.073,-0.143,-0.173
79.17233,45.99799,1708,G8 III + F,0.243,1.041,0.882,0.955,1.005,0.380,0.391,0.627,0.859,1.036,1.080,1.232,1.420
78.63447,-8.20164,1713,B8 Ia,0.172,-0.945,-0.903,-0.691,-0.110,0.046,0.021,0.047,0.080,0.073,0.100,0.004,0.000
79.78531,40.09905,1729,G0 V,4.860,0.477,0.386,0.570,0.729,0.291,0.323,0.523,0.728,0.871,0.907,0.985,1.117
79.40162,-6.84441,1735,B5 III,3.570,-0.793,-0.715,-0.532,-0.172,-0.043,-0.047,-0.059,-0.080,-0.095,-0.123,-0.187,-0.180
79.89385,-13.17679,1756,B0.5 IV,4.248,-1.667,-1.550,-1.015,-0.331,-0.071,-0.098,-0.153,-0.230,-0.296,-0.366,-0.529,-0.537
80.44061,-0.38246,1765,B2 IV,4.687,-1.289,-1.181,-0.785,-0.230,-0.042,-0.079,-0.116,-0.186,-0.194,-0.251,-0.354,-0.399
80.70834,3.54445,1770,B1 V,4.972,-1.397,-1.295,-0.827,-0.231,-0.036,-0.046,-0.072,-0.145,-0.166,-0.191,-0.307,-0.348
80.92629,-0.15982,1781,B5 V,5.655,-1.467,-1.350,-0.869,-0.274,-0.068,-0.087,-0.131,-0.153,-0.234,-0.255,-0.446,-0.466
80.98678,-7.80806,1784,G8 III,4.355,1.411,1.209,1.330,1.229,0.449,0.447,0.724,0.995,1.209,1.312,1.458,1.632
81.11924,-2.39715,1788,B0.5 V,3.324,-1.510,-1.406,-0.933,-0.274,-0.048,-0.044,-0.071,-0.108,-0.142,-0.183,-0.328,-0.376
81.18678,1.84645,1789,B1 V:pe,4.934,-1.478,-1.361,-0.915,-0.293,-0.063,-0.062,-0.110,-0.156,-0.179,-0.240,-0.389,-0.418
81.28276,6.34970,1790,B2 III,1.591,-1.437,-1.334,-0.920,-0.307,-0.078,-0.090,-0.137,-0.206,-0.266,-0.315,-0.455,-0.465
81.57297,28.60745,1791,B7 III,1.651,-0.802,-0.746,-0.559,-0.178,-0.041,-0.047,-0.050,-0.114,-0.124,-0.152,-0.216,-0.221
81.90868,21.93696,1810,B3 V,4.839,-1.269,-1.178,-0.755,-0.223,-0.026,-0.064,-0.099,-0.143,-0.164,-0.207,-0.303,-0.360
81.70929,3.09567,1811,B2 IV,4.543,-1.520,-1.388,-0.908,-0.282,-0.063,-0.077,-0.119,-0.191,-0.243,-0.295,-0.442,-0.506
82.06135,-20.75944,1829,G5 III,3.003,1.110,0.853,0.982,1.000,0.393,0.373,0.623,0.834,1.023,1.104,1.228,1.433
82.69605,5.94814,1839,B5 IV,4.189,-0.976,-0.884,-0.567,-0.191,-0.057,-0.047,-0.077,-0.133,-0.172,-0.205,-0.274,-0.268
83.18197,32.19202,1843,B5 Iab,4.789,-0.480,-0.485,-0.260,0.281,0.238,0.121,0.262,0.394,0.516,0.578,0.648,0.698
83.05314,18.59423,1845,M2 Ib,4.889,4.492,3.888,3.600,2.944,1.114,0.936,1.606,2.424,3.030,3.325,3.814,4.180
83.00167,-0.29909,1852,O9.5 II,2.181,-1.674,-1.557,-1.014,-0.299,-0.058,-0.094,-0.125,-0.206,-0.256,-0.311,-0.480,-0.471
82.98275,-7.30154,1855,B0 V,4.571,-1.727,-1.588,-1.046,-0.341,-0.076,-0.090,-0.152,-0.228,-0.300,-0.361,-0.546,-0.568
83.17231,-1.59183,1861,B1 V,5.300,-1.493,-1.383,-0.894,-0.276,-0.061,-0.074,-0.078,-0.081,-0.260,-0.280,-0.358,-0.266
82.80315,-35.47052,1862,gK1,4.143,2.128,1.740,1.921,1.519,0.543,0.547,0.835,1.065,1.318,1.432,1.618,1.850
83.18257,-17.82229,1865,F0 Ib,2.646,0.875,0.687,0.151,0.207,0.097,0.139,0.237,0.306,0.367,0.459,0.496,0.576
83.38103,-1.15607,1868,B1 V,5.327,-1.452,-1.347,-0.861,-0.263,-0.066,-0.060,-0.064,-0.108,-0.130,-0.225,-0.381,-0.382
83.70516,9.48958,1876,B0 IV,4.380,-1.503,-1.385,-0.882,-0.221,-0.013,-0.037,-0.060,-0.116,-0.142,-0.173,-0.304,-0.339
83.78449,9.93416,1879,O8 III((f)),3.381,-1.611,-1.503,-0.972,-0.283,-0.055,-0.028,-0.043,-0.085,-0.119,-0.172,-0.305,-0.294
83.76117,-6.00203,1887,B0 V,4.719,-1.658,-1.544,-1.013,-0.332,-0.074,-0.095,-0.166,-0.200,-0.259,-0.318,-0.483,-0.527
83.84652,-4.83836,1892,B2 III,4.556,-1.512,-1.397,-0.890,-0.270,-0.054,-0.066,-0.097,-0.151,-0.198,-0.248,-0.368,-0.358
83.81596,-5.38725,1893,B0.5 V(TRAP),4.627,-1.278,-1.158,-0.706,-0.047,0.096,0.054,0.246,0.269,0.337,0.356,0.593,0.741
83.84542,-5.41606,1897,O9.5 Vp,5.076,-1.455,-1.335,-0.828,-0.178,-0.002,0.037,0.065,0.083,0.098,0.085,0.022,-0.080
83.85826,-5.90990,1899,O9 III,2.758,-1.716,-1.584,-1.039,-0.334,-0.077,-0.080,-0.103,-0.207,-0.262,-0.324,-0.503,-0.477
83.91452,-4.85607,1901,gF0,5.334,0.423,0.337,0.242,0.293,0.130,0.147,0.252,0.333,0.406,0.429,0.460,0.592
84.05339,-1.20192,1903,B0 Ia,1.694,-1.594,-1.485,-0.972,-0.257,-0.028,-0.046,-0.069,-0.113,-0.155,-0.214,-0.342,-0.343
84.22662,9.29067,1907,G8 III,4.329,1.351,1.114,1.276,1.196,0.451,0.470,0.770,1.018,1.254,1.351,1.488,1.726
84.26826,11.03501,1908,K5 III,6.349,3.506,2.894,2.921,2.299,0.703,0.792,1.262,1.802,2.241,2.418,2.706,2.961
84.41119,21.14254,1910,B2 IVp,2.955,-1.214,-1.131,-0.849,-0.267,-0.039,-0.058,-0.006,-0.169,-0.203,-0.149,-0.252,-0.168
83.40632,-62.48982,1922,F8 Ia  Cep.,3.940,1.380,1.140,1.090,1.140,0.420,0.410,0.640,,,,,
84.68658,-2.60003,1931,O9.5 V,3.722,-1.628,-1.497,-0.973,-0.293,-0.055,-0.069,-0.113,-0.128,-0.196,-0.239,-0.399,-0.418
84.79644,4.12147,1934,B3 IIIe,4.568,-1.189,-1.101,-0.737,-0.171,0.007,-0.019,0.004,-0.011,0.024,-0.046,-0.116,-0.085
84.72118,-7.21283,1937,A4 IV,4.819,0.226,0.184,0.185,0.169,0.070,0.071,0.111,0.136,0.198,0.174,0.238,0.309
85.32382,16.53415,1946,B3 IV,4.839,-1.061,-0.984,-0.647,-0.191,-0.027,-0.029,-0.051,-0.083,-0.103,-0.141,-0.218,-0.259
85.18970,-1.94257,1948,O9.7 Ib,1.744,-1.662,-1.548,-1.011,-0.294,-0.050,-0.051,-0.080,-0.127,-0.169,-0.263,-0.366,-0.401
84.91225,-34.07411,1956,B8 Ve,2.635,-0.695,-0.686,-0.510,-0.209,-0.010,-0.007,-0.025,-0.056,-0.074,-0.061,-0.135,-0.099
85.61930,1.47463,1963,K0 III,5.211,2.046,1.740,1.860,1.563,0.521,0.583,0.901,1.219,1.490,1.610,1.829,2.029
86.11580,-22.44838,1983,F6 V,3.712,0.265,0.144,0.362,0.534,0.244,0.259,0.412,0.567,0.689,0.740,0.813,0.909
87.29349,39.18107,1995,G8 III,4.760,1.450,1.236,1.354,1.240,0.456,0.447,0.718,0.968,1.165,1.263,1.416,1.584
86.73892,-14.82195,1998,A3 V,3.602,0.138,0.106,0.142,0.117,0.027,0.018,0.037,,,,,
86.93912,-9.66960,2004,B0.5 Ia,2.049,-1.483,-1.365,-0.889,-0.221,-0.020,-0.051,-0.056,-0.091,-0.128,-0.175,-0.318,-0.281
87.38721,12.65132,2010,B9 IV,4.884,-0.286,-0.254,-0.179,-0.082,-0.018,-0.021,-0.043,-0.044,-0.066,-0.079,-0.085,-0.081
87.76016,37.30557,2011,gM1,5.209,3.621,3.071,3.046,2.413,0.723,0.790,1.290,1.907,2.371,2.553,2.889,3.221
87.87250,39.14848,2012,K0 III,4.262,1.994,1.787,1.860,1.548,0.513,0.519,0.847,1.102,1.344,1.459,1.636,1.874
87.85728,32.12469,2018,M3 III,6.704,3.977,3.392,3.218,2.552,0.864,0.757,1.387,2.310,2.946,3.206,3.645,4.007
86.82120,-51.06651,2020,A3 III,3.905,0.183,0.130,0.233,0.200,0.089,0.119,0.138,0.225,0.259,0.291,0.344,0.479
88.71159,55.70695,2029,A2 V,5.005,0.142,0.130,0.090,0.061,0.033,0.029,0.030,0.053,0.058,0.047,0.073,0.129
88.33186,27.61226,2034,B9.5 V,4.599,0.028,0.027,-0.063,-0.034,0.002,0.016,0.021,-0.004,-0.009,-0.002,0.022,0.031
87.83040,-20.87909,2035,G8+III,4.003,1.485,1.216,1.343,1.251,0.458,0.467,0.762,1.030,1.284,1.402,1.542,1.725
87.73997,-35.76831,2040,K2 III,3.406,2.088,1.805,1.967,1.531,0.497,0.567,0.870,1.097,1.351,1.439,1.653,1.798
88.59576,20.27617,2047,G0 V,4.538,0.363,0.278,0.504,0.699,0.291,0.306,0.502,0.664,0.832,0.876,0.951,1.085
88.27867,-33.80136,2056,B5 V,4.862,-0.932,-0.852,-0.528,-0.182,-0.017,-0.045,-0.087,,,,,
88.79294,7.40706,2061,M1-M2 Iab,0.801,4.144,3.502,3.229,2.718,1.020,0.802,1.405,2.208,2.757,3.014,3.412,3.730
89.88180,54.28466,2077,K0 III,3.967,1.628,1.427,1.541,1.337,0.467,0.480,0.770,0.970,1.205,1.334,1.442,1.678
89.10122,-14.16770,2085,F0 IV,3.816,0.212,0.147,0.241,0.376,0.168,0.157,0.264,0.344,0.457,0.471,0.495,0.586
89.88218,44.94743,2088,A2 V,1.927,0.120,0.095,0.079,0.051,0.013,0.016,0.003,0.042,0.056,0.039,0.082,0.085
89.98375,45.93674,2091,M3.5 II,4.739,3.782,3.167,2.991,2.403,0.929,0.684,1.332,2.311,2.966,3.225,3.692,4.037
89.93029,37.21258,2095,B9.5 Vp,2.592,-0.290,-0.270,-0.310,-0.126,-0.050,0.019,-0.012,,,,,
90.01396,-3.07426,2113,K2 III,4.854,2.327,1.935,2.019,1.651,0.543,0.614,0.968,1.272,1.580,1.708,1.920,2.164
89.78669,-42.81513,2120,K0 III,4.247,2.015,1.723,1.869,1.538,0.574,0.568,0.858,1.096,1.340,1.424,1.621,1.895
90.59582,9.64727,2124,A2 V + F3 V,4.159,0.265,0.225,0.206,0.209,0.082,0.086,0.146,0.211,0.288,0.296,0.347,0.422
90.46009,-10.59793,2128,B5 IV,4.954,-1.003,-0.906,-0.603,-0.187,-0.037,-0.033,-0.042,-0.146,-0.122,-0.135,-0.186,-0.133
90.97994,20.13845,2135,B2 Ia,4.680,-0.778,-0.773,-0.386,0.232,0.239,0.138,0.263,0.351,0.466,0.520,0.518,0.645
91.24637,-16.48444,2148,A2 Sh,5.004,0.668,0.437,0.144,0.168,0.151,0.136,0.325,0.683,1.064,1.255,1.560,1.833
91.53885,-14.93526,2155,A1 V,4.682,0.088,0.085,0.076,0.058,0.039,0.005,0.019,0.009,0.029,0.040,0.056,0.092
91.89302,14.76847,2159,B3 V,4.399,-1.095,-0.996,-0.648,-0.225,-0.058,-0.045,-0.073,-0.194,-0.214,-0.252,-0.351,-0.372
93.01366,16.13041,2198,B5 V,4.954,-0.977,-0.907,-0.606,-0.204,-0.046,-0.041,-0.055,-0.105,-0.112,-0.156,-0.236,-0.249
92.98499,14.20877,2199,B3 V,4.455,-1.115,-1.019,-0.689,-0.235,-0.056,-0.057,-0.060,-0.133,-0.174,-0.203,-0.296,-0.276
94.71157,69.31979,2209,A0 V,4.758,0.004,-0.005,0.002,0.009,-0.003,0.004,0.006,0.038,0.057,0.041,0.069,0.108
93.71940,22.50679,2216,M3 III,3.603,3.190,2.757,2.714,2.252,0.789,0.688,1.259,2.084,2.713,2.947,3.354,3.662
93.84454,29.49808,2219,G8 III,4.563,1.629,1.399,1.509,1.325,0.474,0.486,0.795,1.050,1.295,1.404,1.565,1.769
93.71389,-6.27477,2227,K3 III,4.295,2.615,2.277,2.327,1.885,0.602,0.624,0.991,1.311,1.585,1.738,1.957,2.212
94.90577,59.01096,2238,A2 V,4.517,0.038,0.025,0.049,0.031,0.011,0.020,0.038,0.006,0.030,0.013,0.037,0.023
94.24460,23.74091,2240,B3 Ia,6.379,-0.204,-0.255,-0.068,0.421,0.306,0.260,0.436,0.657,0.841,0.921,1.018,1.094
93.93702,-13.71841,2244,B8 V,5.002,-0.375,-0.348,-0.340,-0.124,-0.029,-0.008,-0.015,-0.022,-0.039,-0.042,-0.059,-0.043
95.07830,-30.06337,2282,B2.5 IV,2.996,-1.181,-1.135,-0.711,-0.293,-0.042,-0.061,-0.131,-0.186,-0.244,-0.279,-0.351,-0.341
